committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M8,201708179070383137,23,EEEB858F2C44ADECA62,1179431,CCM,CAMPAIGN COMMITTEE,C00415331,C00415331,CLARKE FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-07-27 00:00:00,1500.00,H,HOUSE,09,H4NY11138,"CLARKE, YVETTE DIANA",YVETTE,CLARKE,DIANA,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-18 11:17:08.567,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4081720171447565612,HOLLIS,11412,CONTRIBUTIONS,,2018,SB,4081720171447576496,http://docquery.fec.gov/cgi-bin/fecimg/?201708179070383137,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M8,201708179070383138,23,2F9C80A271FFC8108DC,1179431,CCM,CAMPAIGN COMMITTEE,C00385773,C00385773,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,FL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-07-27 00:00:00,1500.00,H,HOUSE,23,H4FL20023,"WASSERMAN SCHULTZ, DEBBIE",DEBBIE,WASSERMAN SCHULTZ,,,,FL,FLORIDA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-18 11:17:08.567,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4081720171447565612,WESTON,33326,CONTRIBUTIONS,,2018,SB,4081720171447576502,http://docquery.fec.gov/cgi-bin/fecimg/?201708179070383138,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M8,201708179070383141,23,D98CFA26B6556B38D8B,1179431,CCM,CAMPAIGN COMMITTEE,C00431304,C00431304,MCCASKILL FOR MISSOURI,MO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-07-11 00:00:00,1500.00,S,SENATE,,S6MO00305,"MCCASKILL, CLAIRE CONNER",CLAIRE,MCCASKILL,CONNER,,,MO,MISSOURI,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-18 11:17:11.026,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4081720171447565612,ST LOUIS,63130,CONTRIBUTIONS,,2018,SB,4081720171447576524,http://docquery.fec.gov/cgi-bin/fecimg/?201708179070383141,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M8,201708179070383143,23,77967A5529125894D84,1179431,CCM,CAMPAIGN COMMITTEE,C00443689,C00443689,PEOPLE FOR BEN,NM,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-07-27 00:00:00,1500.00,H,HOUSE,03,H8NM03196,"LUJAN, BEN RAY",BEN,LUJAN,RAY,,,NM,NEW MEXICO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-08-18 11:17:11.026,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4081720171447565612,SANTA FE,87594,CONTRIBUTIONS,,2018,SB,4081720171447576532,http://docquery.fec.gov/cgi-bin/fecimg/?201708179070383143,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M9,201709159074736207,23,8506E34B56A0D2AFE1E,1182049,CCM,CAMPAIGN COMMITTEE,C00495358,C00495358,KAINE FOR VIRGINIA,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-08-10 00:00:00,1500.00,S,SENATE,,S2VA00142,"KAINE, TIMOTHY MICHAEL",TIMOTHY,KAINE,MICHAEL,,,VA,VIRGINIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-09-16 01:53:57.126,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4091520171455533034,ALEXANDRIA,22314,CONTRIBUTIONS,,2018,SB,4091520171455560194,http://docquery.fec.gov/cgi-bin/fecimg/?201709159074736207,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M10,201710209075855700,23,705BDB3465F5B9350D8,1188842,CCM,CAMPAIGN COMMITTEE,C00462556,C00462556,GRAVES FOR CONGRESS,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-09-25 00:00:00,1500.00,H,HOUSE,14,H0GA09030,"GRAVES, TOM",TOM,GRAVES,,,,GA,GEORGIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-21 01:51:52.394,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4102020171458743604,CALHOUN,30703,CONTRIBUTIONS,,2018,SB,4102020171458777428,http://docquery.fec.gov/cgi-bin/fecimg/?201710209075855700,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M10,201710209075855701,23,2163EBE872DFFBAF5CF,1188842,CCM,CAMPAIGN COMMITTEE,C00575050,C00575050,LAHOOD FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-09-25 00:00:00,1500.00,H,HOUSE,18,H6IL18088,"LAHOOD, DARIN M.",DARIN,LAHOOD,M.,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-21 01:52:01.84,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4102020171458743604,PEORIA,61612,CONTRIBUTIONS,,2018,SB,4102020171458777438,http://docquery.fec.gov/cgi-bin/fecimg/?201710209075855701,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M11,201711179086715955,29,BBD71579C8C7DD6CFED,1191544,COM,OTHER COMMITTEE,,,FRIENDS OF TAG GREASON,VA,,,,,NONFEDERAL CONTRIBUTION,,,2017-10-19 00:00:00,1500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-11-18 01:52:20.795,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4111720171464090707,ASHBURN,20147,OTHER,,2018,SB,4111720171465474684,http://docquery.fec.gov/cgi-bin/fecimg/?201711179086715955,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M12,201712199089255234,23,F959F539C2E8F89762E,1194554,CCM,CAMPAIGN COMMITTEE,C00430991,C00430991,FRIENDS FOR GREGORY MEEKS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-11-09 00:00:00,1500.00,H,HOUSE,05,H8NY06048,"MEEKS, GREGORY WELDON",GREGORY,MEEKS,WELDON,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-21 01:51:37.264,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4121920171489093638,JAMAICA,11432,CONTRIBUTIONS,,2018,SB,4122020171489212298,http://docquery.fec.gov/cgi-bin/fecimg/?201712199089255234,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M2,201702179049710022,29,V09770E81F8FF5F5F2D4,1149564,COM,OTHER COMMITTEE,,,POMPEI CAPITAL INC.,NY,,,,,FRAUDULENT CHECK,,,2017-01-04 00:00:00,1950.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,,,,,,,,,F3X,4021720171370987668,BROOKLYN,11216,OTHER,,2018,SB,4021720171371083078,http://docquery.fec.gov/cgi-bin/fecimg/?201702179049710022,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606133,23,D6285C814FF26157A73,1199603,CCM,CAMPAIGN COMMITTEE,C00411587,C00411587,"BEN CARDIN FOR SENATE, INC.",MD,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-07 00:00:00,2000.00,S,SENATE,,S6MD03177,"CARDIN, BENJAMIN L.",BENJAMIN,CARDIN,L.,,,MD,MARYLAND,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:45.949,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,CATONSVILLE,21228,CONTRIBUTIONS,,2018,SB,4012420181503167214,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606133,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606133,23,6D8CC1E5B8D2CC181CE,1199603,CCM,CAMPAIGN COMMITTEE,C00610451,C00610451,BIGGS FOR CONGRESS,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,05,H6AZ05083,"BIGGS, ANDREW S.",ANDREW,BIGGS,S.,,,AZ,ARIZONA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:17.585,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,ALEXANDRIA,22314,CONTRIBUTIONS,,2018,SB,4012420181503167218,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606133,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606134,23,9B261C9C2B9BD3665BA,1199603,CCM,CAMPAIGN COMMITTEE,C00364935,C00364935,BILL SHUSTER FOR CONGRESS,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,09,H2PA09035,"SHUSTER, WILLIAM F.",WILLIAM,SHUSTER,F.,,,PA,PENNSYLVANIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:52.448,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,HOLLIDAYSBURG,16648,CONTRIBUTIONS,,2018,SB,4012420181503167220,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606134,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606135,23,0A4DC23BCC9AB3C5B88,1199603,CCM,CAMPAIGN COMMITTEE,C00418293,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,04,H6GA04129,"JOHNSON, HENRY C. JR.",HENRY,JOHNSON,C.,,JR.,GA,GEORGIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:06.131,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,DECATUR,30034,CONTRIBUTIONS,,2018,SB,4012420181503167228,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606135,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606138,23,C2CE36F445A4A99B4AE,1199603,CCM,CAMPAIGN COMMITTEE,C00499236,C00499236,GEORGE HOLDING FOR CONGRESS INC.,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,02,H2NC13110,"HOLDING, GEORGE E.",GEORGE,HOLDING,E.,,,NC,NORTH CAROLINA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:04.023,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,RALEIGH,27624,CONTRIBUTIONS,,2018,SB,4012420181503167248,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606138,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606142,23,C7E16BA7725C6622AF9,1199603,CCM,CAMPAIGN COMMITTEE,C00458877,C00458877,KINZINGER FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,16,H0IL11052,"KINZINGER, ADAM DANIEL",ADAM,KINZINGER,DANIEL,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:53.527,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,OTTAWA,613506965,CONTRIBUTIONS,,2018,SB,4012420181503167268,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606142,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606143,23,0286E513B308AF26480,1199603,CCM,CAMPAIGN COMMITTEE,C00462143,C00462143,MARTHA ROBY FOR CONGRESS,AL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,02,H0AL02087,"ROBY, MARTHA",MARTHA,ROBY,,,,AL,ALABAMA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:53.527,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,MONTGOMERY,36101,CONTRIBUTIONS,,2018,SB,4012420181503167276,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606143,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606143,23,1170CBC7349BBE00A13,1199603,CCM,CAMPAIGN COMMITTEE,C00372532,C00372532,MICHAEL BURGESS FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,26,H2TX26093,"BURGESS, MICHAEL CLIFTON",MICHAEL,BURGESS,CLIFTON,,,TX,TEXAS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:16.563,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,DENTON,762022334,CONTRIBUTIONS,,2018,SB,4012420181503167278,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606143,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606144,23,8F55BB3C06248A3A643,1199603,CCM,CAMPAIGN COMMITTEE,C00474189,C00474189,MIKE KELLY FOR CONGRESS,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,03,H0PA03271,"KELLY, G. MIKE J.",G. MIKE,KELLY,J.,,,PA,PENNSYLVANIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:16.563,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,LYNDORA,16045,CONTRIBUTIONS,,2018,SB,4012420181503167282,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606144,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606146,23,8970F62EA5B9C66A826,1199603,CCM,CAMPAIGN COMMITTEE,C00466870,C00466870,PAT MEEHAN FOR CONGRESS,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,07,H0PA07082,"MEEHAN, PATRICK L.",PATRICK,MEEHAN,L.,,,PA,PENNSYLVANIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:02.991,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,MEDIA,190633531,CONTRIBUTIONS,,2018,SB,4012420181503167292,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606146,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606151,23,EAF3CAC6FD348049716,1199603,CCM,CAMPAIGN COMMITTEE,C00301838,C00301838,STEVE CHABOT FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,01,H8OH01043,"CHABOT, STEVEN JOSEPH",STEVEN,CHABOT,JOSEPH,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:51.396,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,CINCINNATI,45211,CONTRIBUTIONS,,2018,SB,4012420181503167324,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606151,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606156,23,426579093A9B60DAA78,1199603,CCM,CAMPAIGN COMMITTEE,C00497818,C00497818,WENSTRUP FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,2000.00,H,HOUSE,02,H2OH02085,"WENSTRUP, BRAD R.",BRAD,WENSTRUP,R.,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:17.585,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,CINCINNATI,452090551,CONTRIBUTIONS,,2018,SB,4012420181503167352,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606156,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M2,201802169094575485,29,6A7996F8E58300AD8E8,1208936,COM,OTHER COMMITTEE,,,KEVIN MULLIN FOR ASSEMBLY 2018,CA,,,,,NONFEDERAL CONTRIBUTION,,,2018-01-22 00:00:00,2000.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-22 01:55:37.498,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4021620181504988638,SACRAMENTO,95814,OTHER,,2018,SB,4022120181514386881,http://docquery.fec.gov/cgi-bin/fecimg/?201802169094575485,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M4,201704209052334049,23,789E8FBC25AD0BB8B1B,1159260,PAC,POLITICAL ACTION COMMITTEE,C00493924,C00493924,REINVENTING A NEW DIRECTION POLITICAL ACTION COMMITTEE,KY,REINVENTING A NEW DIRECTION POLITICAL ACTION COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,2017-03-21 00:00:00,2000.00,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020171399992922,NEWPORT,41072,CONTRIBUTIONS,,2018,SB,4042020171400026398,http://docquery.fec.gov/cgi-bin/fecimg/?201704209052334049,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420229,23,733F793EC4C42DA2E73,1225929,CCM,CAMPAIGN COMMITTEE,C00502039,C00502039,COLLINS FOR CONGRESS,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,2018-03-13 00:00:00,2000.00,H,HOUSE,09,H2GA09150,"COLLINS, DOUGLAS ALLEN",DOUGLAS,COLLINS,ALLEN,,,GA,GEORGIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:37:07.345,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,GAINESVILLE,30503,CONTRIBUTIONS,,2018,SB,4042520181526595367,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420229,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420236,23,F7BA35B69EC43F66C5E,1225929,CCM,CAMPAIGN COMMITTEE,C00575050,C00575050,LAHOOD FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,2018-03-19 00:00:00,2000.00,H,HOUSE,18,H6IL18088,"LAHOOD, DARIN M.",DARIN,LAHOOD,M.,,,IL,ILLINOIS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:36:22.118,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,PEORIA,61612,CONTRIBUTIONS,,2018,SB,4042520181526595409,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420236,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420236,23,AEDBC85C539E1BA016D,1225929,CCM,CAMPAIGN COMMITTEE,C00475145,C00475145,MARINO FOR CONGRESS,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2018-03-13 00:00:00,2000.00,H,HOUSE,10,H0PA10078,"MARINO, THOMAS ANTHONY",THOMAS,MARINO,ANTHONY,,,PA,PENNSYLVANIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:37:02.001,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,WILLIAMSPORT,17703,CONTRIBUTIONS,,2018,SB,4042520181526595411,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420236,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420245,23,EE6490BA613884C3553,1225929,CCM,CAMPAIGN COMMITTEE,C00472365,C00472365,"YODER FOR CONGRESS, INC",KS,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2018-03-27 00:00:00,2000.00,H,HOUSE,03,H0KS03137,"YODER, KEVIN WAYNE",KEVIN,YODER,WAYNE,,,KS,KANSAS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:37:07.346,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,OVERLAND PARK,662256742,CONTRIBUTIONS,,2018,SB,4042520181526595463,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420245,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420246,29,D363FA36D1C0DB73972,1225929,COM,OTHER COMMITTEE,,,FRIENDS OF SEAN REYES,UT,,,,,NONFEDERAL CONTRIBUTION,,,2018-03-12 00:00:00,2000.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:36:40.228,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,SALT LAKE CITY,84101,OTHER,,2018,SB,4042520181526595467,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420246,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420246,29,737A9563A79860C294D,1225929,COM,OTHER COMMITTEE,,,MIGUEL SANTIAGO FOR ASSEMBLY 2018,CA,,,,,NONFEDERAL CONTRIBUTION,,,2018-03-08 00:00:00,2000.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:36:43.401,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,SACRAMENTO,95814,OTHER,,2018,SB,4042520181526595469,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420246,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M4,201804209110420248,29,E9C8AF76612813B8D3F,1225929,COM,OTHER COMMITTEE,,,STEVEN BRADFORD FOR SENATE 2020,CA,,,,,NONFEDERAL CONTRIBUTION,,,2018-03-08 00:00:00,2000.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-26 01:36:48.927,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4042020181526227357,SACRAMENTO,95814,OTHER,,2018,SB,4042520181526595481,http://docquery.fec.gov/cgi-bin/fecimg/?201804209110420248,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M5,201705189054011835,23,9AF387CB104A85C5F65,1163027,CCM,CAMPAIGN COMMITTEE,C00264697,C00264697,FRIENDS OF SHERROD BROWN,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-04-05 00:00:00,2000.00,S,SENATE,,S6OH00163,"BROWN, SHERROD CAMPBELL",SHERROD,BROWN,CAMPBELL,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4051820171405154004,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4051820171405196469,http://docquery.fec.gov/cgi-bin/fecimg/?201705189054011835,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
